scenario,policy,rounds,committed_tokens,wall_time_ms,bytes_mb_total,ppl_loss_total,hard_ends,hard_violations,catastrophes,measurement_count,fallback_count,measurement_time_ms,guard_time_ms,cache_level_sum,io_queue_sum,hidden_hard_count,debt_and_queue2_count,committed_tokens_per_second,ppl_loss_per_token,hard_violation_probability,catastrophe_per_token,bytes_per_token_mb,measurement_fraction,fallback_fraction,mean_cache_level,mean_io_queue,hidden_hard_fraction,debt_and_queue2_fraction,ppl_constraint_met,hard_constraint_met,catastrophe_constraint_met,ood_latched,replication,seed
interaction_trap,primal_dual_joint,500.0,1306.0,44033.92408096762,13892.944976125655,5.263885305272741,6.0,3.0,0.0,0.0,0.0,0.0,0.0,784.0,440.0,225.0,23.0,29.65895107596101,0.004030540049979128,0.5,0.0,10.637783289529597,0.0,0.0,1.568,0.88,0.45,0.046,True,False,True,False,3,312021
interaction_trap,exact_joint,500.0,1282.0,35892.61351437385,9313.787445300411,4.323907382710426,10.0,0.0,0.0,52.0,0.0,66.98826747115055,0.0,914.0,228.0,171.0,9.0,35.717655374596774,0.0033727826698209252,0.0,0.0,7.265044809126686,0.104,0.0,1.828,0.456,0.342,0.018,True,True,True,False,3,312021
interaction_trap,robust_safe_joint,500.0,1263.0,38289.052070303485,10102.636047960332,0.3658400000000001,7.0,0.0,0.0,35.0,163.0,45.20864436307499,90.0,863.0,234.0,174.0,0.0,32.985930225720246,0.00028965954077593044,0.0,0.0,7.998920069643968,0.07,0.326,1.726,0.468,0.348,0.0,True,True,True,False,3,312021
calibrated,safe_exact_fixed,500.0,902.0,38770.23677551228,10247.892083886507,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,169.0,95.0,0.0,23.26526931529377,0.0,0.0,0.0,11.361299427812092,0.0,0.0,1.154,0.338,0.19,0.0,True,True,True,False,4,412024
calibrated,best_fixed,500.0,852.0,28585.33585776893,13118.70656716347,3.0566886308274044,11.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,660.0,160.0,19.0,29.80549202707525,0.0035876627122387377,0.0,0.0,15.39754291920595,0.0,0.0,1.57,1.32,0.32,0.038,True,True,True,False,4,412024
calibrated,independent_thresholds,500.0,1418.0,52014.130450659846,12539.77060156445,0.9855928414413558,7.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,635.0,153.0,9.0,27.261822656924018,0.0006950584213267671,0.0,0.0,8.843279690807089,0.0,0.0,1.028,1.27,0.306,0.018,True,True,True,False,4,412024
calibrated,myopic_voi,500.0,1189.0,32970.08802682587,11670.842447543546,8.770677072339033,4.0,1.0,1.0,12.0,0.0,14.933349268780654,0.0,652.0,543.0,196.0,51.0,36.062991370619905,0.007376515620133754,0.25,0.0008410428931875525,9.815679098018121,0.024,0.0,1.304,1.086,0.392,0.102,False,False,False,False,4,412024
calibrated,primal_dual_joint,500.0,1263.0,36829.93508588458,12192.872286330221,4.323220209965483,8.0,1.0,0.0,0.0,0.0,0.0,0.0,785.0,401.0,199.0,14.0,34.29275661373774,0.003422977205039971,0.125,0.0,9.653897297173572,0.0,0.0,1.57,0.802,0.398,0.028,True,False,True,False,4,412024
calibrated,exact_joint,500.0,1284.0,34931.657859635015,9475.756470126402,2.674568095999719,15.0,1.0,0.0,59.0,0.0,73.87624528373534,0.0,896.0,195.0,177.0,6.0,36.75748815471239,0.0020829969595013388,0.06666666666666667,0.0,7.37987264028536,0.118,0.0,1.792,0.39,0.354,0.012,True,False,True,False,4,412024
calibrated,robust_safe_joint,500.0,1427.0,38830.69725910872,10608.889908995232,0.45204000000000005,6.0,0.0,0.0,39.0,96.0,48.843363494944896,90.0,903.0,181.0,106.0,0.0,36.74927572064808,0.0003167764540995095,0.0,0.0,7.434400777151529,0.078,0.192,1.806,0.362,0.212,0.0,True,True,True,False,4,412024
distribution_shift,safe_exact_fixed,500.0,849.0,39705.040988884444,7305.951228304473,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0,202.0,225.0,0.0,21.382675319178748,0.0,0.0,0.0,8.605360692938131,0.0,0.0,1.734,0.404,0.45,0.0,True,True,True,False,4,412024
distribution_shift,best_fixed,500.0,802.0,33546.87380590785,13498.322074407499,5.5534312958958045,8.0,0.0,2.0,0.0,0.0,0.0,0.0,698.0,676.0,270.0,41.0,23.90684761388293,0.006924477925057113,0.0,0.0024937655860349127,16.830825529186406,0.0,0.0,1.396,1.352,0.54,0.082,False,True,False,False,4,412024
distribution_shift,independent_thresholds,500.0,1308.0,57557.05105327535,12710.184155716703,6.344016960783747,11.0,0.0,1.0,0.0,0.0,0.0,0.0,542.0,565.0,208.0,34.0,22.725278242439888,0.004850165872158828,0.0,0.0007645259938837921,9.717266174095338,0.0,0.0,1.084,1.13,0.416,0.068,False,True,False,False,4,412024
distribution_shift,myopic_voi,500.0,963.0,33721.05467241007,10608.60793302559,19.690679349332182,8.0,2.0,1.0,24.0,0.0,34.51361943270878,0.0,515.0,544.0,317.0,44.0,28.557825647959593,0.020447226738662703,0.25,0.0010384215991692627,11.01620761477216,0.048,0.0,1.03,1.088,0.634,0.088,False,False,False,False,4,412024
distribution_shift,primal_dual_joint,500.0,1291.0,50017.20503482937,13400.824639225899,4.765304604887838,10.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,456.0,259.0,19.0,25.811118376187054,0.0036911732028565747,0.0,0.0,10.380189495914717,0.0,0.0,1.688,0.912,0.518,0.038,True,True,True,False,4,412024
distribution_shift,exact_joint,500.0,1053.0,35732.889098349966,8640.535523347718,4.368396152828822,7.0,2.0,1.0,68.0,0.0,98.07031722963355,0.0,857.0,277.0,296.0,10.0,29.4686499348474,0.0041485243616608,0.2857142857142857,0.000949667616334283,8.205636774309324,0.136,0.0,1.714,0.554,0.592,0.02,True,False,False,False,4,412024
distribution_shift,robust_safe_joint,500.0,1121.0,40948.073532352355,9630.3271710066,1.4729661273178143,10.0,0.0,0.0,64.0,186.0,94.31243994785339,90.0,866.0,261.0,250.0,0.0,27.3761352683495,0.00131397513587673,0.0,0.0,8.590836013386797,0.128,0.372,1.732,0.522,0.5,0.0,True,True,True,False,4,412024
interaction_trap,safe_exact_fixed,500.0,898.0,37585.19066762,8362.379208917362,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,213.0,165.0,0.0,23.892389104563875,0.0,0.0,0.0,9.312226290553856,0.0,0.0,1.492,0.426,0.33,0.0,True,True,True,False,4,412024
interaction_trap,best_fixed,500.0,841.0,29817.184090686245,13405.712618679907,0.6254,8.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,671.0,177.0,0.0,28.205212049607876,0.0007436385255648037,0.0,0.0,15.940205254078368,0.0,0.0,1.494,1.342,0.354,0.0,True,True,True,False,4,412024
interaction_trap,independent_thresholds,500.0,1279.0,57452.15224641126,11469.438068510664,3.1571633227989433,18.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,558.0,217.0,14.0,22.262003249493453,0.0024684623321336537,0.0,0.0,8.967504353800363,0.0,0.0,1.234,1.116,0.434,0.028,True,True,True,False,4,412024
interaction_trap,myopic_voi,500.0,991.0,31537.26056478947,10532.40994055608,35.18669158372036,12.0,4.0,3.0,14.0,0.0,18.012123329228686,0.0,592.0,504.0,321.0,50.0,31.423147802077192,0.03550624781404678,0.3333333333333333,0.0030272452068617556,10.628062503083834,0.028,0.0,1.184,1.008,0.642,0.1,False,False,False,False,4,412024
interaction_trap,primal_dual_joint,500.0,1356.0,44358.641847242565,13841.533162160813,5.20007317759837,12.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,403.0,185.0,18.0,30.569015270342234,0.00383486222536753,0.0,0.0,10.207620326077295,0.0,0.0,1.696,0.806,0.37,0.036,True,True,True,False,4,412024
interaction_trap,exact_joint,500.0,1314.0,36099.38125018243,9559.661778769021,2.9315926638318834,9.0,1.0,0.0,50.0,0.0,64.34607657553701,0.0,911.0,225.0,175.0,6.0,36.399515850243546,0.002231044645229744,0.1111111111111111,0.0,7.275237274557854,0.1,0.0,1.822,0.45,0.35,0.012,True,False,True,False,4,412024
interaction_trap,robust_safe_joint,500.0,1370.0,39306.7949529399,10186.990549194667,0.4436600000000001,5.0,0.0,0.0,30.0,113.0,38.72188962939904,90.0,900.0,238.0,135.0,0.0,34.854024644854256,0.00032383941605839425,0.0,0.0,7.435759524959611,0.06,0.226,1.8,0.476,0.27,0.0,True,True,True,False,4,412024
calibrated,safe_exact_fixed,500.0,894.0,38099.27878231292,9771.518783417923,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,174.0,99.0,0.0,23.465011112363303,0.0,0.0,0.0,10.930110495993203,0.0,0.0,1.23,0.348,0.198,0.0,True,True,True,False,5,512027
calibrated,best_fixed,500.0,832.0,29520.91515957419,13747.62049868518,1.3875738596231209,14.0,2.0,0.0,0.0,0.0,0.0,0.0,695.0,672.0,169.0,10.0,28.183408119384357,0.001667757042816251,0.14285714285714285,0.0,16.523582330150457,0.0,0.0,1.39,1.344,0.338,0.02,True,False,True,False,5,512027
calibrated,independent_thresholds,500.0,1310.0,45698.413009238604,10204.081159935817,0.5650000000000003,4.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,513.0,221.0,0.0,28.666203347918543,0.0004312977099236643,0.0,0.0,7.789374931248715,0.0,0.0,1.36,1.026,0.442,0.0,True,True,True,False,5,512027
calibrated,myopic_voi,500.0,1142.0,32635.82489636003,11573.179377423057,6.355782543596017,6.0,2.0,1.0,9.0,0.0,11.363263557112564,0.0,639.0,550.0,229.0,28.0,34.992221083015146,0.005565483838525408,0.3333333333333333,0.0008756567425569177,10.134132554661171,0.018,0.0,1.278,1.1,0.458,0.056,False,False,False,False,5,512027
calibrated,primal_dual_joint,500.0,1359.0,39606.714601341424,13165.031841894888,4.112593920523545,6.0,1.0,0.0,0.0,0.0,0.0,0.0,758.0,423.0,156.0,8.0,34.3123637918196,0.0030261912586633886,0.16666666666666666,0.0,9.687293481894693,0.0,0.0,1.516,0.846,0.312,0.016,True,False,True,False,5,512027
calibrated,exact_joint,500.0,1323.0,35783.16447584522,9717.569519284316,2.932163610482495,13.0,1.0,0.0,60.0,0.0,74.96367455706242,0.0,898.0,203.0,150.0,16.0,36.972694265010226,0.002216299025308008,0.07692307692307693,0.0,7.34510167746358,0.12,0.0,1.796,0.406,0.3,0.032,True,False,True,False,5,512027
calibrated,robust_safe_joint,500.0,1377.0,38294.97124318361,10341.398803479933,0.44095999999999974,2.0,0.0,0.0,28.0,116.0,34.9187952151021,90.0,916.0,159.0,134.0,0.0,35.95772382895057,0.0003202323892519969,0.0,0.0,7.510093539201113,0.056,0.232,1.832,0.318,0.268,0.0,True,True,True,False,5,512027
distribution_shift,safe_exact_fixed,500.0,896.0,42892.945597689024,8641.471187061747,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,271.0,141.0,0.0,20.889215872557713,0.0,0.0,0.0,9.644499092702842,0.0,0.0,1.458,0.542,0.282,0.0,True,True,True,False,5,512027
distribution_shift,best_fixed,500.0,848.0,33381.93746471051,13377.227648511252,2.165324161892543,12.0,2.0,0.0,0.0,0.0,0.0,0.0,738.0,662.0,200.0,16.0,25.40295933681074,0.002553448304118565,0.16666666666666666,0.0,15.775032604376477,0.0,0.0,1.476,1.324,0.4,0.032,True,False,True,False,5,512027
distribution_shift,independent_thresholds,500.0,1274.0,55603.52717881333,11778.16580710179,3.772768241204378,15.0,2.0,0.0,0.0,0.0,0.0,0.0,543.0,572.0,244.0,6.0,22.91221554889837,0.0029613565472561836,0.13333333333333333,0.0,9.24502810604536,0.0,0.0,1.086,1.144,0.488,0.012,True,False,True,False,5,512027
distribution_shift,myopic_voi,500.0,945.0,33104.13905885547,10198.680633826536,19.48557677463098,10.0,2.0,1.0,38.0,0.0,55.199039094254786,0.0,557.0,533.0,341.0,50.0,28.546279313287542,0.020619657962572466,0.2,0.0010582010582010583,10.79225463896988,0.076,0.0,1.114,1.066,0.682,0.1,False,False,False,False,5,512027
distribution_shift,primal_dual_joint,500.0,1244.0,47723.02739617231,13898.703827701349,4.349520997701153,11.0,1.0,0.0,0.0,0.0,0.0,0.0,695.0,506.0,260.0,22.0,26.067080566221094,0.0034963995158369394,0.09090909090909091,0.0,11.172591501367643,0.0,0.0,1.39,1.012,0.52,0.044,True,False,True,False,5,512027
distribution_shift,exact_joint,500.0,1135.0,38072.684806903206,9092.346172044863,3.268395866758038,13.0,2.0,0.0,74.0,0.0,107.39076281804556,0.0,852.0,300.0,235.0,5.0,29.811399058314002,0.002879643935469637,0.15384615384615385,0.0,8.010877684621025,0.148,0.0,1.704,0.6,0.47,0.01,True,False,True,False,5,512027
distribution_shift,robust_safe_joint,500.0,1196.0,42609.053257330736,10069.870539478097,2.201670534363722,17.0,0.0,1.0,87.0,196.0,126.93011788382353,90.0,830.0,222.0,235.0,6.0,28.06915217704896,0.0018408616508057878,0.0,0.0008361204013377926,8.41962419688804,0.174,0.392,1.66,0.444,0.47,0.012,True,True,False,False,5,512027
interaction_trap,safe_exact_fixed,500.0,916.0,39952.107935200635,9858.676567314165,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,249.0,91.0,0.0,22.92745107431338,0.0,0.0,0.0,10.762747344229439,0.0,0.0,1.238,0.498,0.182,0.0,True,True,True,False,5,512027
interaction_trap,best_fixed,500.0,825.0,30067.771812283157,13505.35104128038,1.642490462224672,11.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,706.0,195.0,1.0,27.43801586464663,0.0019908975299692995,0.0,0.0,16.37012247427925,0.0,0.0,1.426,1.412,0.39,0.002,True,True,True,False,5,512027
interaction_trap,independent_thresholds,500.0,1212.0,50878.135849280574,10421.65469596919,2.8572818155715436,11.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,444.0,268.0,11.0,23.821627498113966,0.0023574932471712405,0.0,0.0,8.59872499667425,0.0,0.0,1.416,0.888,0.536,0.022,True,True,True,False,5,512027
interaction_trap,myopic_voi,500.0,904.0,30490.90320176274,10103.149826066896,47.9380978073682,9.0,4.0,3.0,14.0,0.0,17.927578060995152,0.0,499.0,527.0,358.0,62.0,29.64818700246761,0.05302886925593828,0.4444444444444444,0.00331858407079646,11.176050692551875,0.028,0.0,0.998,1.054,0.716,0.124,False,False,False,False,5,512027
interaction_trap,primal_dual_joint,500.0,1404.0,44093.82855498091,13856.183984784266,5.403687374529994,14.0,4.0,0.0,0.0,0.0,0.0,0.0,836.0,411.0,175.0,15.0,31.841190615810156,0.00384878018128917,0.2857142857142857,0.0,9.869076912239505,0.0,0.0,1.672,0.822,0.35,0.03,True,False,True,False,5,512027
interaction_trap,exact_joint,500.0,1193.0,33411.94863669412,8003.5049948555325,2.9225030097240174,8.0,0.0,0.0,50.0,0.0,64.62996431464396,0.0,949.0,195.0,238.0,5.0,35.70578935614092,0.002449709144781238,0.0,0.0,6.708721705662643,0.1,0.0,1.898,0.39,0.476,0.01,True,True,True,False,5,512027
interaction_trap,robust_safe_joint,500.0,1239.0,38193.48533463861,9769.149123544945,0.38445999999999964,11.0,0.0,0.0,38.0,150.0,48.92592163894974,90.0,917.0,177.0,184.0,0.0,32.44008733804455,0.00031029862792574626,0.0,0.0,7.8847047001976955,0.076,0.3,1.834,0.354,0.368,0.0,True,True,True,False,5,512027
calibrated,safe_exact_fixed,500.0,900.0,37143.41975224343,8930.158868936447,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,172.0,96.0,0.0,24.230402208607643,0.0,0.0,0.0,9.922398743262718,0.0,0.0,1.416,0.344,0.192,0.0,True,True,True,False,6,612030
calibrated,best_fixed,500.0,854.0,28578.687701446084,13169.863393460853,1.0730957920378092,4.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,645.0,134.0,0.0,29.88240779008154,0.001256552449692985,0.0,0.0,15.421385706628634,0.0,0.0,1.61,1.29,0.268,0.0,True,True,True,False,6,612030
calibrated,independent_thresholds,500.0,1298.0,45998.52508456508,10239.102410266922,0.5478000000000006,12.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,560.0,217.0,0.0,28.21829607827028,0.0004220338983050852,0.0,0.0,7.8883685749359955,0.0,0.0,1.33,1.12,0.434,0.0,True,True,True,False,6,612030
calibrated,myopic_voi,500.0,1206.0,33789.55777066799,12133.504386947303,8.875212616371234,10.0,1.0,0.0,23.0,0.0,28.566903168137735,0.0,625.0,542.0,199.0,23.0,35.69149996532075,0.007359214441435518,0.1,0.0,10.060948911233252,0.046,0.0,1.25,1.084,0.398,0.046,False,False,True,False,6,612030
calibrated,primal_dual_joint,500.0,1395.0,40908.047508721604,13423.997259399128,4.146309066230433,12.0,2.0,0.0,0.0,0.0,0.0,0.0,827.0,396.0,150.0,9.0,34.10086975435789,0.002972264563606045,0.16666666666666666,0.0,9.62293710351192,0.0,0.0,1.654,0.792,0.3,0.018,True,False,True,False,6,612030
calibrated,exact_joint,500.0,1377.0,36191.9570625646,9739.127698129389,1.3151486551128204,13.0,0.0,0.0,33.0,0.0,41.6020528938843,0.0,928.0,175.0,139.0,0.0,38.0471273664366,0.0009550825382082937,0.0,0.0,7.0727143777264985,0.066,0.0,1.856,0.35,0.278,0.0,True,True,True,False,6,612030
calibrated,robust_safe_joint,500.0,1339.0,37706.688634286256,10138.189171798324,0.40356000000000003,9.0,0.0,0.0,37.0,131.0,46.08219919903178,90.0,893.0,229.0,142.0,0.0,35.51094112206031,0.00030138909634055267,0.0,0.0,7.571463160416971,0.074,0.262,1.786,0.458,0.284,0.0,True,True,True,False,6,612030
distribution_shift,safe_exact_fixed,500.0,888.0,43153.716659916434,8951.407585387362,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,252.0,158.0,0.0,20.577601855202975,0.0,0.0,0.0,10.08041394750829,0.0,0.0,1.396,0.504,0.316,0.0,True,True,True,False,6,612030
distribution_shift,best_fixed,500.0,823.0,33591.97442705388,13615.601366641095,1.6974375599460705,12.0,1.0,1.0,0.0,0.0,0.0,0.0,705.0,679.0,227.0,14.0,24.499899575333764,0.002062500072838482,0.08333333333333333,0.001215066828675577,16.54386557307545,0.0,0.0,1.41,1.358,0.454,0.028,True,False,False,False,6,612030
distribution_shift,independent_thresholds,500.0,1204.0,52789.61877222825,11149.550588982112,4.3587146128987575,9.0,3.0,0.0,0.0,0.0,0.0,0.0,629.0,565.0,254.0,21.0,22.80751458340526,0.0036201948612115927,0.3333333333333333,0.0,9.260424077227668,0.0,0.0,1.258,1.13,0.508,0.042,True,False,True,False,6,612030
distribution_shift,myopic_voi,500.0,929.0,33347.23442558219,10347.57088161409,17.347758512882752,4.0,1.0,0.0,36.0,0.0,51.78352931523735,0.0,505.0,586.0,348.0,83.0,27.85838214179829,0.01867358289868972,0.25,0.0,11.138397073858009,0.072,0.0,1.01,1.172,0.696,0.166,False,False,True,False,6,612030
distribution_shift,primal_dual_joint,500.0,1332.0,53312.18574716234,13838.969974542548,5.755050485304826,7.0,2.0,0.0,0.0,0.0,0.0,0.0,797.0,477.0,218.0,23.0,24.984906946361672,0.0043206084724510705,0.2857142857142857,0.0,10.389617098004916,0.0,0.0,1.594,0.954,0.436,0.046,True,False,True,False,6,612030
distribution_shift,exact_joint,500.0,1144.0,37787.227106656836,8514.858136442095,5.44477682349512,14.0,2.0,0.0,79.0,0.0,115.11726806117298,0.0,920.0,271.0,247.0,9.0,30.274780331750403,0.0047594203002579724,0.14285714285714285,0.0,7.443057811575258,0.158,0.0,1.84,0.542,0.494,0.018,False,False,True,False,6,612030
distribution_shift,robust_safe_joint,500.0,1159.0,42207.98902233663,9993.18657989969,1.5615100867565135,9.0,0.0,1.0,72.0,214.0,105.19365837431488,90.0,828.0,227.0,242.0,0.0,27.459256573125355,0.0013472908427579926,0.0,0.0008628127696289905,8.622248990422511,0.144,0.428,1.656,0.454,0.484,0.0,True,True,False,False,6,612030
interaction_trap,safe_exact_fixed,500.0,882.0,37249.84854796388,8515.94547245202,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,203.0,169.0,0.0,23.677948619423614,0.0,0.0,0.0,9.655266975569184,0.0,0.0,1.466,0.406,0.338,0.0,True,True,True,False,6,612030
interaction_trap,best_fixed,500.0,850.0,30166.877465982358,13512.249059718974,1.9010238376387054,14.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,688.0,162.0,22.0,28.176598687036847,0.002236498632516124,0.0,0.0,15.89676359966938,0.0,0.0,1.452,1.376,0.324,0.044,True,True,True,False,6,612030
interaction_trap,independent_thresholds,500.0,1145.0,46750.16345040521,9552.325424161545,1.8475217198014429,8.0,1.0,0.0,0.0,0.0,0.0,0.0,749.0,465.0,292.0,7.0,24.491892979468837,0.0016135560871628322,0.125,0.0,8.342642291844145,0.0,0.0,1.498,0.93,0.584,0.014,True,False,True,False,6,612030
interaction_trap,myopic_voi,500.0,897.0,29918.976694657787,9981.593302833173,36.58735812464432,7.0,3.0,2.0,15.0,0.0,19.290077271548995,0.0,494.0,483.0,374.0,82.0,29.980971914730116,0.04078858207875621,0.42857142857142855,0.002229654403567447,11.12775173114066,0.03,0.0,0.988,0.966,0.748,0.164,False,False,False,False,6,612030
interaction_trap,primal_dual_joint,500.0,1395.0,44883.01911194191,13627.571127302572,5.494352398096504,15.0,3.0,0.0,0.0,0.0,0.0,0.0,864.0,421.0,175.0,34.0,31.08079687154637,0.0039386038696032286,0.2,0.0,9.768868191614747,0.0,0.0,1.728,0.842,0.35,0.068,True,False,True,False,6,612030
interaction_trap,exact_joint,500.0,1354.0,36544.04513500735,9163.593829979523,1.5418212478158893,7.0,0.0,0.0,40.0,0.0,51.814360827139716,0.0,935.0,213.0,171.0,0.0,37.05118015802078,0.001138715840336698,0.0,0.0,6.767794556853414,0.08,0.0,1.87,0.426,0.342,0.0,True,True,True,False,6,612030
interaction_trap,robust_safe_joint,500.0,1289.0,38202.71294442908,9959.069445436566,0.6340515795411547,12.0,0.0,0.0,39.0,142.0,50.075742043195824,90.0,901.0,212.0,176.0,0.0,33.74105922464255,0.0004918941656642007,0.0,0.0,7.726198173341013,0.078,0.284,1.802,0.424,0.352,0.0,True,True,True,False,6,612030
calibrated,safe_exact_fixed,500.0,903.0,37461.6747773361,9292.576546431143,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,156.0,103.0,0.0,24.10463508017813,0.0,0.0,0.0,10.290782443445341,0.0,0.0,1.348,0.312,0.206,0.0,True,True,True,False,7,712033
calibrated,best_fixed,500.0,848.0,29155.760221613436,13435.958616480226,2.204656267493289,12.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,662.0,170.0,6.0,29.085161681751302,0.002599830504119444,0.0,0.0,15.844290821321021,0.0,0.0,1.478,1.324,0.34,0.012,True,True,True,False,7,712033
calibrated,independent_thresholds,500.0,1329.0,48475.14884005233,11404.206239507397,1.4911316040334048,11.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,544.0,192.0,2.0,27.416109734601186,0.0011219951873840518,0.0,0.0,8.58104306960677,0.0,0.0,1.172,1.088,0.384,0.004,True,True,True,False,7,712033
calibrated,myopic_voi,500.0,1156.0,32594.0528085056,11502.357359046311,8.527511616477591,8.0,3.0,0.0,13.0,0.0,16.364361561125044,0.0,701.0,547.0,229.0,34.0,35.4665928410822,0.007376740152662277,0.375,0.0,9.950136123742483,0.026,0.0,1.402,1.094,0.458,0.068,False,False,True,False,7,712033
calibrated,primal_dual_joint,500.0,1287.0,37073.52653247763,12695.219254789848,4.535096211045993,9.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,392.0,211.0,11.0,34.71479841208377,0.0035237732797560165,0.0,0.0,9.864195225166938,0.0,0.0,1.446,0.784,0.422,0.022,True,True,True,False,7,712033
calibrated,exact_joint,500.0,1327.0,35051.96444003062,9086.977604502286,3.038751966083976,14.0,0.0,1.0,53.0,0.0,66.44512431655208,0.0,941.0,172.0,169.0,6.0,37.85807789090752,0.0022899411952403735,0.0,0.0007535795026375283,6.847760063679191,0.106,0.0,1.882,0.344,0.338,0.012,True,True,False,False,7,712033
calibrated,robust_safe_joint,500.0,1389.0,38509.98815829747,10348.988368040413,0.44453999999999994,8.0,0.0,0.0,36.0,116.0,44.96400036740434,90.0,921.0,216.0,132.0,0.0,36.068564713404676,0.0003200431965442764,0.0,0.0,7.450675570943422,0.072,0.232,1.842,0.432,0.264,0.0,True,True,True,False,7,712033
distribution_shift,safe_exact_fixed,500.0,873.0,44490.67225631291,10348.763544478355,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,209.0,187.0,0.0,19.622090558007415,0.0,0.0,0.0,11.854253773743821,0.0,0.0,1.078,0.418,0.374,0.0,True,True,True,False,7,712033
distribution_shift,best_fixed,500.0,819.0,33044.155149409686,13500.518727862725,3.0273322248876537,15.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,637.0,243.0,15.0,24.78501860001801,0.0036963763429641683,0.0,0.0,16.48414985087024,0.0,0.0,1.384,1.274,0.486,0.03,True,True,True,False,7,712033
distribution_shift,independent_thresholds,500.0,1190.0,53965.458972913984,11875.325953222235,4.044789483092987,6.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,592.0,279.0,13.0,22.05114202025554,0.0033989827589016694,0.0,0.0,9.97926550690944,0.0,0.0,1.024,1.184,0.558,0.026,True,True,True,False,7,712033
distribution_shift,myopic_voi,500.0,978.0,34118.43219499453,10591.219484556284,16.133882197613335,8.0,1.0,2.0,24.0,0.0,34.9469488685856,0.0,549.0,555.0,325.0,49.0,28.66485758813622,0.01649681206299932,0.125,0.002044989775051125,10.829467775619923,0.048,0.0,1.098,1.11,0.65,0.098,False,False,False,False,7,712033
distribution_shift,primal_dual_joint,500.0,1193.0,43933.43465698965,12383.319507810087,4.228270387567542,15.0,2.0,0.0,0.0,0.0,0.0,0.0,800.0,444.0,265.0,15.0,27.154717342596797,0.003544233350852927,0.13333333333333333,0.0,10.379982822975764,0.0,0.0,1.6,0.888,0.53,0.03,True,False,True,False,7,712033
distribution_shift,exact_joint,500.0,1139.0,38007.19554151455,9882.88756109742,5.316591724605204,11.0,1.0,0.0,84.0,0.0,122.86959331327377,0.0,811.0,341.0,236.0,16.0,29.968009577446765,0.0046677714878008815,0.09090909090909091,0.0,8.676810852587725,0.168,0.0,1.622,0.682,0.472,0.032,False,False,True,False,7,712033
distribution_shift,robust_safe_joint,500.0,1190.0,42305.43727974456,9786.335197677177,1.9133105847762562,10.0,1.0,0.0,83.0,181.0,119.67263927463748,90.0,879.0,231.0,208.0,3.0,28.12877200940222,0.0016078240208203833,0.1,0.0,8.223811090485023,0.166,0.362,1.758,0.462,0.416,0.006,True,False,True,False,7,712033
interaction_trap,safe_exact_fixed,500.0,906.0,37243.82774233344,7981.84655535253,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,231.0,108.0,0.0,24.326178454804452,0.0,0.0,0.0,8.809985160433257,0.0,0.0,1.614,0.462,0.216,0.0,True,True,True,False,7,712033
interaction_trap,best_fixed,500.0,843.0,29441.192743408,13397.335224898952,2.981903778795349,9.0,1.0,0.0,0.0,0.0,0.0,0.0,767.0,633.0,167.0,23.0,28.633350807050814,0.003537252406637425,0.1111111111111111,0.0,15.89244985160018,0.0,0.0,1.534,1.266,0.334,0.046,True,False,True,False,7,712033
interaction_trap,independent_thresholds,500.0,1176.0,50119.309512354754,10046.94962577986,3.3033860436213436,11.0,2.0,0.0,0.0,0.0,0.0,0.0,705.0,528.0,267.0,14.0,23.464010407208583,0.0028090017377732516,0.18181818181818182,0.0,8.543324511717568,0.0,0.0,1.41,1.056,0.534,0.028,True,False,True,False,7,712033
